#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.bike_name,ltable.city_posted,ltable.km_driven,ltable.price,ltable.color,rtable.bike_name,rtable.city_posted,rtable.km_driven,rtable.price,rtable.color
78640,36220,14111,Hero Honda Splendor Pro,Delhi,32000,30000,BlackAndSilver,Hero Honda Passion PRO Standard,Delhi,32000,35000,DEEN MOHAMMAD
79447,36220,23094,Hero Honda Splendor Pro,Delhi,32000,30000,BlackAndSilver,Hero Honda Karizma Standard,Delhi,31549,35000,yellow
79490,36220,23672,Hero Honda Splendor Pro,Delhi,32000,30000,BlackAndSilver,Hero Honda CBZ extreme Self,Delhi,31000,42000,black
80353,36220,32926,Hero Honda Splendor Pro,Delhi,32000,30000,BlackAndSilver,Hero Honda CBZ extreme Self,Delhi,31000,42000,Black
82418,36221,20005,Hero Honda Karizma Zmr Pgm Fi,Delhi,37000,34000,BlackNYellow,Hero Honda CD Dawn Standard,Delhi,36000,22000,Black
83051,36221,27567,Hero Honda Karizma Zmr Pgm Fi,Delhi,37000,34000,BlackNYellow,Hero Honda CBZ extreme Self,Delhi,38000,35000,black
84965,36222,12841,Hero Honda Cbz Xtreme Self Start,Delhi,60000,16000,Black,Hero Honda Passion Standard,Delhi,60000,20000,silver
85407,36222,17487,Hero Honda Cbz Xtreme Self Start,Delhi,60000,16000,Black,Hero Honda Karizma Standard,Delhi,61000,19000,Black
91644,36224,15075,Hero Honda Splendor Plus,Delhi,7350,38000,Black,Hero Honda Passion X Pro Standard,Delhi,7000,50000,black and silver
92466,36224,24610,Hero Honda Splendor Plus,Delhi,7350,38000,Black,Hero Splendor Plus Alloy,Delhi,8000,38000,black & silver
94428,36225,10219,Hero Honda Splendor Pro,Delhi,15000,39000,BlackAndBlue,Hero Splendor Plus Electric Start,Delhi,15000,40000,RED
95031,36225,16912,Hero Honda Splendor Pro,Delhi,15000,39000,BlackAndBlue,Hero Honda Super Splendor Drum Self,Delhi,15000,37000,black red
95566,36225,22849,Hero Honda Splendor Pro,Delhi,15000,39000,BlackAndBlue,Hero Splendor PRO Electric Start,Delhi,15433,35000,BLACK
100745,36227,8530,Honda Unicorn Spoke,Delhi,60000,14500,Silver,Honda CB Unicorn Standard,Delhi,60000,25000,blue
110358,36231,7719,Royal Enfield Classic 500,Delhi,16350,110000,Mahroon,Royal Enfield Thunderbird 350 Standard,Delhi,17000,82000,Black
112888,36231,35320,Royal Enfield Classic 500,Delhi,16350,110000,Mahroon,Royal Enfield Classic 500 Standard,Delhi,15500,120000,maroon
113189,36232,3077,Royal Enfield Thunderbird 350,Delhi,11000,89000,Silver,Royal Enfield Thunderbird 350 Standard,Delhi,12000,80000,black
117882,36233,19726,Royal Enfield Classic Chrome,Delhi,22000,140000,Chrome,Royal Enfield Classic 500 Standard,Delhi,22000,135000,Aqua Green
130615,36237,17788,Yamaha FZ S,Delhi,11850,48000,BlackNOrange,Yamaha FZ S Standard,Delhi,12000,70000,Black & Orange
131669,36237,29732,Yamaha FZ S,Delhi,11850,48000,BlackNOrange,Yamaha FZ S Standard,Delhi,12000,65000,Green
143067,36242,13008,Yamaha YZF R15 Version 2.0,Delhi,15000,74000,GreenAndBlack,Yamaha YZF R15 V 2.0,Delhi,14000,80000,red&white;
144882,36242,32820,Yamaha YZF R15 Version 2.0,Delhi,15000,74000,GreenAndBlack,Yamaha YZF R15 V 2.0,Delhi,16000,90000,BLACK/GREEN
147028,36243,20789,Yamaha Fazer Sport,Delhi,12000,46000,Red,Yamaha FZ S Standard,Delhi,11000,56000,Green & Black
147190,36243,22741,Yamaha Fazer Sport,Delhi,12000,46000,Red,Yamaha FZ S Standard,Delhi,12000,49000,White & Red
147837,36243,30063,Yamaha Fazer Sport,Delhi,12000,46000,Red,Yamaha FZ S Standard,Delhi,12500,50000,green and black
147913,36243,30826,Yamaha Fazer Sport,Delhi,12000,46000,Red,Yamaha FZ S Standard,Delhi,12500,50000,green black
148689,36244,3100,Yamaha YZF R15,Delhi,11000,65000,WhiteNRed,Yamaha FZ S Standard,Delhi,11000,55000,white
148801,36244,4230,Yamaha YZF R15,Delhi,11000,65000,WhiteNRed,Yamaha YZF R15 V 2.0,Delhi,11500,70000,Red
154226,36245,29302,Yamaha YZF R15 Version 2.0,Delhi,8000,90000,WhiteAndRed,Yamaha YZF R15 V 2.0,Delhi,9000,80000,white red
155466,36246,6861,Yamaha FZ FI Version 2.0,Delhi,24000,35000,GoldenAndWhite,Yamaha FZ S Standard,Delhi,24000,50000,Black and Green
156467,36246,18114,Yamaha FZ FI Version 2.0,Delhi,24000,35000,GoldenAndWhite,Yamaha FZ S Standard,Delhi,24000,45000,Black-Green
158123,36258,343,Bajaj Pulsar 180cc Dtsi,Delhi,34000,25000,Black,Bajaj Pulsar 150 DTS- i,Delhi,35000,38000,black
158572,36258,5173,Bajaj Pulsar 180cc Dtsi,Delhi,34000,25000,Black,Bajaj Pulsar 150 DTS- i Standard,Delhi,35000,35000,black
158574,36258,5186,Bajaj Pulsar 180cc Dtsi,Delhi,34000,25000,Black,Bajaj Pulsar 180 DTS- i Standard,Delhi,35000,42000,BLACK
158637,36258,5919,Bajaj Pulsar 180cc Dtsi,Delhi,34000,25000,Black,Bajaj Pulsar 135 LS Standard,Delhi,34000,35000,RED
158703,36258,6950,Bajaj Pulsar 180cc Dtsi,Delhi,34000,25000,Black,Bajaj Pulsar 150 DTS- i Standard,Delhi,33500,45000,red
159333,36258,14244,Bajaj Pulsar 180cc Dtsi,Delhi,34000,25000,Black,Bajaj Pulsar 180 DTS- i Standard,Delhi,33000,33000,Black
159710,36258,18324,Bajaj Pulsar 180cc Dtsi,Delhi,34000,25000,Black,Bajaj Pulsar 150 Kick Start,Delhi,34000,36000,plasma blue
160221,36258,24452,Bajaj Pulsar 180cc Dtsi,Delhi,34000,25000,Black,Bajaj Pulsar 220F Standard,Delhi,35000,45000,Black
164578,36345,362,Bajaj Pulsar 180cc Dtsi,Delhi,20000,34999,Black,Bajaj Pulsar 220 F,Delhi,20000,57000,red
164877,36345,3643,Bajaj Pulsar 180cc Dtsi,Delhi,20000,34999,Black,Bajaj Pulsar 180 DTS- i Standard,Delhi,19000,49000,Orange Metelic
165040,36345,5379,Bajaj Pulsar 180cc Dtsi,Delhi,20000,34999,Black,Bajaj Pulsar 180 DTS- i Standard,Delhi,21000,45000,red
165383,36345,9694,Bajaj Pulsar 180cc Dtsi,Delhi,20000,34999,Black,Bajaj Pulsar 135 LS Standard,Delhi,21000,40000,Black
165480,36345,10916,Bajaj Pulsar 180cc Dtsi,Delhi,20000,34999,Black,Bajaj Pulsar 180 DTS- i Standard,Delhi,20800,39000,Black
165818,36345,14534,Bajaj Pulsar 180cc Dtsi,Delhi,20000,34999,Black,Bajaj Pulsar 135 LS Standard,Delhi,20000,32000,black and silver
166413,36345,21010,Bajaj Pulsar 180cc Dtsi,Delhi,20000,34999,Black,Bajaj Pulsar 135 LS Standard,Delhi,20000,30000,Black
166462,36345,21707,Bajaj Pulsar 180cc Dtsi,Delhi,20000,34999,Black,Bajaj Pulsar 150 DTS- i Standard,Delhi,19800,45000,black
169795,36439,22983,Bajaj Pulsar 220F Dtsi,Delhi,50000,41500,BLACK,Bajaj Pulsar 150 DTS- i Standard,Delhi,50000,40000,black
170555,36439,31450,Bajaj Pulsar 220F Dtsi,Delhi,50000,41500,BLACK,Bajaj Pulsar 220 Fi Standard,Delhi,49000,50000,black
170637,36439,32225,Bajaj Pulsar 220F Dtsi,Delhi,50000,41500,BLACK,Bajaj Pulsar 135 LS Standard,Delhi,50000,25000,red
172124,36440,13160,Bajaj Pulsar 180cc Dtsi,Delhi,48000,29999,Red,Bajaj Pulsar 150 DTS- i Standard,Delhi,48000,38000,Black
173189,36440,24964,Bajaj Pulsar 180cc Dtsi,Delhi,48000,29999,Red,Bajaj Pulsar 180 DTS- i Standard,Delhi,49000,30000,silver
174973,36441,8607,Bajaj Pulsar 150cc Dtsi,Delhi,30000,35000,Red,Bajaj Pulsar 150 DTS- i Standard,Delhi,30000,45000,BLUE
175172,36441,11002,Bajaj Pulsar 150cc Dtsi,Delhi,30000,35000,Red,Bajaj Pulsar 180 DTS- i Standard,Delhi,30000,55000,colour
176102,36441,21062,Bajaj Pulsar 150cc Dtsi,Delhi,30000,35000,Red,Bajaj Pulsar 220 Fi Standard,Delhi,30000,50000,Black
176314,36441,23873,Bajaj Pulsar 150cc Dtsi,Delhi,30000,35000,Red,Bajaj Pulsar 135 LS Standard,Delhi,30000,45000,Black
176484,36441,25915,Bajaj Pulsar 150cc Dtsi,Delhi,30000,35000,Red,Bajaj Pulsar 220 DTS-i Standard,Delhi,30000,60000,Wine Red
176665,36441,27860,Bajaj Pulsar 150cc Dtsi,Delhi,30000,35000,Red,Bajaj Pulsar 150 DTS- i Standard,Delhi,30000,45000,mid black
176744,36441,28622,Bajaj Pulsar 150cc Dtsi,Delhi,30000,35000,Red,Bajaj Pulsar 180 DTS- i Standard,Delhi,30000,40000,Black
176831,36441,29494,Bajaj Pulsar 150cc Dtsi,Delhi,30000,35000,Red,Bajaj Pulsar 180 DTS- i Standard,Delhi,30000,35000,Black
176841,36441,29635,Bajaj Pulsar 150cc Dtsi,Delhi,30000,35000,Red,Bajaj Pulsar 180 DTS- i Standard,Delhi,30000,40000,Black
177030,36441,31665,Bajaj Pulsar 150cc Dtsi,Delhi,30000,35000,Red,Bajaj Pulsar 180 DTS- i Standard,Delhi,30000,40000,silver
177158,36441,32886,Bajaj Pulsar 150cc Dtsi,Delhi,30000,35000,Red,Bajaj Pulsar 180 DTS- i Standard,Delhi,30000,35000,Black
177257,36441,33770,Bajaj Pulsar 150cc Dtsi,Delhi,30000,35000,Red,Bajaj Pulsar 150 DTS- i Kick Start,Delhi,29000,39000,Black
177279,36441,34035,Bajaj Pulsar 150cc Dtsi,Delhi,30000,35000,Red,Bajaj Pulsar 135 LS Standard,Delhi,31000,32000,black
177386,36441,35018,Bajaj Pulsar 150cc Dtsi,Delhi,30000,35000,Red,Bajaj Pulsar 180 DTS- i Standard,Delhi,30000,30000,Black
177606,36442,1713,Bajaj Pulsar 135,Delhi,17000,27999,Red,Bajaj Pulsar 150 DTS- i Standard,Delhi,16000,45000,Black
177615,36442,1820,Bajaj Pulsar 135,Delhi,17000,27999,Red,Bajaj Pulsar 135 LS Standard,Delhi,16000,45000,red
178126,36442,7723,Bajaj Pulsar 135,Delhi,17000,27999,Red,Bajaj Pulsar 180 DTS- i Standard,Delhi,17580,63000,blue
178465,36442,11780,Bajaj Pulsar 135,Delhi,17000,27999,Red,Bajaj Pulsar 180 DTS- i Standard,Delhi,16500,50000,Black
178649,36442,13848,Bajaj Pulsar 135,Delhi,17000,27999,Red,Bajaj Pulsar 180 DTS- i Standard,Delhi,18000,42000,Black
178664,36442,14032,Bajaj Pulsar 135,Delhi,17000,27999,Red,Bajaj Pulsar 135 LS Standard,Delhi,17000,35000,red
179534,36442,23759,Bajaj Pulsar 135,Delhi,17000,27999,Red,Bajaj Pulsar 150 DTS- i Kick Start,Delhi,17000,35000,Cocktail Red
179783,36442,26706,Bajaj Pulsar 135,Delhi,17000,27999,Red,Bajaj Pulsar 180 DTS- i Standard,Delhi,18000,37000,black
180031,36442,29213,Bajaj Pulsar 135,Delhi,17000,27999,Red,Bajaj Pulsar 180 DTS- i Standard,Delhi,18000,40000,Black
183500,36457,31795,Hero Motocorp Ignitor 125 Drum,Delhi,34500,42000,WHITE,Hero Ignitor Disc Brake,Delhi,34000,40000,White
188676,36480,17529,Hero Honda Passion Pro,Delhi,10200,32000,Blue&Black,Hero Passion X Pro Disc Self Alloy,Delhi,10000,50000,Black
189170,36480,23151,Hero Honda Passion Pro,Delhi,10200,32000,Blue&Black,Hero Passion PRO Self Alloy,Delhi,9500,40000,black
189569,36480,27834,Hero Honda Passion Pro,Delhi,10200,32000,Blue&Black,Hero Honda Karizma Standard,Delhi,10000,40000,YELLOW
204493,36717,14111,Hero Honda Hunk,Delhi,33000,27000,Red,Hero Honda Passion PRO Standard,Delhi,32000,35000,DEEN MOHAMMAD
206294,36717,33728,Hero Honda Hunk,Delhi,33000,27000,Red,Hero Honda Passion Plus Drum,Delhi,34000,31000,blue
206296,36717,33756,Hero Honda Hunk,Delhi,33000,27000,Red,Hero Honda Passion Plus Drum,Delhi,34000,31000,blue
209440,36718,32981,Hero Honda Passion Pro,Delhi,21000,34999,BlackAndGrey,Hero Passion PRO Disc Brake Electric Start,Delhi,20000,30000,red
214905,36720,22156,Hero Honda Passion Plus,Delhi,46000,12000,Maroon,Hero Honda Dawn Standard,Delhi,45000,15000,Mehroon
215982,36720,33790,Hero Honda Passion Plus,Delhi,46000,12000,Maroon,Hero Honda Ambition Drum Kick,Delhi,45000,7000,black
217175,36721,11624,Hero Honda Splendor Super,Delhi,39000,24000,Red,Hero Splendor Plus Spoke,Delhi,40000,35000,Black
218210,36721,23133,Hero Honda Splendor Super,Delhi,39000,24000,Red,Hero Honda Splendor Plus Drum,Delhi,39000,40000,Black
218585,36721,27567,Hero Honda Splendor Super,Delhi,39000,24000,Red,Hero Honda CBZ extreme Self,Delhi,38000,35000,black
218626,36721,27990,Hero Honda Splendor Super,Delhi,39000,24000,Red,Hero Honda Glamour Disc Self,Delhi,40000,25000,Red
221281,36722,21102,Hero Honda Splendor Plus,Delhi,18000,34999,BlackAndBlue,Hero Honda Passion PRO Standard,Delhi,17000,35000,black blue
222453,36722,33981,Hero Honda Splendor Plus,Delhi,18000,34999,BlackAndBlue,Hero Honda Passion PRO Standard,Delhi,17000,40000,Black
226400,36724,5859,Royal Enfield Classic 500,Delhi,5000,140000,BattleGreen,Royal Enfield Electra 5s,Delhi,5400,150000,Black
227629,36724,19990,Royal Enfield Classic 500,Delhi,5000,140000,BattleGreen,Royal Enfield Classic 350 Standard,Delhi,5500,140000,BLACK
227666,36724,20411,Royal Enfield Classic 500,Delhi,5000,140000,BattleGreen,Royal Enfield Thunderbird 500 Standard,Delhi,5700,155000,Black Flicker
227928,36724,23636,Royal Enfield Classic 500,Delhi,5000,140000,BattleGreen,Royal Enfield Thunderbird 350 Disc,Delhi,6000,130000,twilight blue
228405,36724,28896,Royal Enfield Classic 500,Delhi,5000,140000,BattleGreen,Royal Enfield Electra Twinspark Standard,Delhi,5500,95000,black
228772,36724,32717,Royal Enfield Classic 500,Delhi,5000,140000,BattleGreen,Royal Enfield Classic 350 Standard,Delhi,5700,120000,black
229066,36724,35358,Royal Enfield Classic 500,Delhi,5000,140000,BattleGreen,Royal Enfield Thunderbird 500 Standard,Delhi,5900,140000,Twilight Blue
248753,36731,3368,Yamaha FZ S,Delhi,8500,58000,OrangeAndBlack,Yamaha YBR 110 Standard,Delhi,9000,37000,black
249489,36731,12073,Yamaha FZ S,Delhi,8500,58000,OrangeAndBlack,Yamaha YZF R15 V 2.0,Delhi,8000,95000,red
249541,36731,12834,Yamaha FZ S,Delhi,8500,58000,OrangeAndBlack,Yamaha FZ16 Standard,Delhi,8800,55000,Red
250422,36731,22361,Yamaha FZ S,Delhi,8500,58000,OrangeAndBlack,Yamaha FZ S Standard,Delhi,7500,55000,Black-Green
250429,36731,22463,Yamaha FZ S,Delhi,8500,58000,OrangeAndBlack,Yamaha YZF R15 V 2.0,Delhi,9000,100000,Firey Red
251126,36731,30313,Yamaha FZ S,Delhi,8500,58000,OrangeAndBlack,Yamaha YZF R15 V 2.0,Delhi,7790,82000,White BWC1
252520,36732,9840,TVS Apache RTR 160,Delhi,36000,30000,Gray,TVS Apache RTR 180 Standard,Delhi,36000,40,grey
253988,36732,26569,TVS Apache RTR 160,Delhi,36000,30000,Gray,TVS Apache RTR 160 Rear Disc Brake,Delhi,35000,35000,Black silver
256052,36733,13407,Yamaha Fazer Sport,Delhi,7000,50000,Black,Yamaha FZ S Standard,Delhi,8000,60000,White and blue
257053,36733,24665,Yamaha Fazer Sport,Delhi,7000,50000,Black,Yamaha Fazer Standard,Delhi,7000,72000,white
258248,36734,1253,Yamaha YZF R15,Delhi,17000,46000,RedAndWhite,Yamaha FZ16 Standard,Delhi,16000,55000,Black
258358,36734,2532,Yamaha YZF R15,Delhi,17000,46000,RedAndWhite,Yamaha SZ R Standard,Delhi,18000,40000,silver red
258843,36734,8232,Yamaha YZF R15,Delhi,17000,46000,RedAndWhite,Yamaha YZF R15 V1,Delhi,16000,80000,blue
259077,36734,11034,Yamaha YZF R15,Delhi,17000,46000,RedAndWhite,Yamaha YZF R15 V 2.0,Delhi,16000,85000,black
259156,36734,11943,Yamaha YZF R15,Delhi,17000,46000,RedAndWhite,Yamaha YZF R15 V 2.0,Delhi,17000,85,black
259466,36734,15249,Yamaha YZF R15,Delhi,17000,46000,RedAndWhite,Yamaha SZ Standard,Delhi,16900,40000,Red
259680,36734,17679,Yamaha YZF R15,Delhi,17000,46000,RedAndWhite,Yamaha SZ R Standard,Delhi,16000,45000,black
260102,36734,22345,Yamaha YZF R15,Delhi,17000,46000,RedAndWhite,Yamaha SZ X Standard,Delhi,16000,38000,BLACK
261185,36734,34146,Yamaha YZF R15,Delhi,17000,46000,RedAndWhite,Yamaha YZF R15 V 2.0,Delhi,18000,70000,Black
265198,36737,7045,Yamaha FZ16,Delhi,27000,26999,Orange,Yamaha FZ16 Standard,Delhi,27010,36500,RED AND BLACK
267298,36737,30675,Yamaha FZ16,Delhi,27000,26999,Orange,Yamaha Fazer Standard,Delhi,26000,50000,blue&white;
267617,36737,33809,Yamaha FZ16,Delhi,27000,26999,Orange,Yamaha FZ S Standard,Delhi,28000,35000,Metallic Grey & Red
267618,36737,33813,Yamaha FZ16,Delhi,27000,26999,Orange,Yamaha FZ S Standard,Delhi,28000,35000,Metallic grey & red
271542,36786,5510,Bajaj Pulsar 150cc Dtsi,Delhi,40000,11999,Black,Bajaj Pulsar 150 DTS- i Standard,Delhi,40000,30000,Black
271859,36786,9596,Bajaj Pulsar 150cc Dtsi,Delhi,40000,11999,Black,Bajaj Pulsar 180 DTS- i Standard,Delhi,40000,30000,Black
271966,36786,10851,Bajaj Pulsar 150cc Dtsi,Delhi,40000,11999,Black,Bajaj Pulsar 180 DTS- i Standard,Delhi,40000,30000,Black
272735,36786,19310,Bajaj Pulsar 150cc Dtsi,Delhi,40000,11999,Black,Bajaj Pulsar 150 DTS- i Standard,Delhi,41000,18000,black
274190,36786,34973,Bajaj Pulsar 150cc Dtsi,Delhi,40000,11999,Black,Bajaj Pulsar 180 DTS- i Standard,Delhi,40000,15000,Black
274216,36786,35181,Bajaj Pulsar 150cc Dtsi,Delhi,40000,11999,Black,Bajaj Pulsar 180 DTS- i Standard,Delhi,40000,12500,Black
274252,36786,35445,Bajaj Pulsar 150cc Dtsi,Delhi,40000,11999,Black,Bajaj Pulsar 150 DTS- i Standard,Delhi,40000,15000,black
274987,36787,8347,Bajaj Discover 100,Delhi,35000,26000,Black,Bajaj Discover 150 Standard,Delhi,35000,35000,blackblue
275537,36787,14554,Bajaj Discover 100,Delhi,35000,26000,Black,Bajaj Discover 150 Standard,Delhi,35000,30000,black blue
275679,36787,16041,Bajaj Discover 100,Delhi,35000,26000,Black,Bajaj Discover 100 M Drum,Delhi,35000,30000,Black
277842,36788,3807,Bajaj Pulsar 135,Delhi,18000,32000,Red,Bajaj Pulsar 135 LS Standard,Delhi,18500,50000,passon red
279410,36788,21732,Bajaj Pulsar 135,Delhi,18000,32000,Red,Bajaj Pulsar 180 DTS- i Standard,Delhi,19000,60000,blue
286071,36790,24347,Bajaj Pulsar 150cc Dtsi,Delhi,48000,30000,Black,Bajaj Pulsar 150 DTS- i Standard,Delhi,48000,35000,Black
286727,36790,31450,Bajaj Pulsar 150cc Dtsi,Delhi,48000,30000,Black,Bajaj Pulsar 220 Fi Standard,Delhi,49000,50000,black
